barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491510909_1_4,127694637,600,24.23,126434581,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767879
252491510061_2_3,341,600,27.47,425,"superior frontal gyrus, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1047
252491510848_2_4,127695579,600,27.2,126435157,"inferior occipital gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757550
252491510063_2_3,195,600,30.88,315,"Cingulate gyrus, frontal part, Right, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/912
252491510355_1_4,626,600,27.71,2564,Pretectal Region,,H0351.2001,/api/v2/well_known_file_download/3440
252491510660_2_1,1979,600,28.48,5250,"Lateral group of Nuclei, Right, Ventral division",,H0351.2002,/api/v2/well_known_file_download/5440
252491510700_1_2,2400,600,29.02,8423,VIIAt,,H0351.2002,/api/v2/well_known_file_download/6322
252491510820_1_4,127696342,600,24.99,126435782,"V, Left Paravermis",,H0351.1012,/api/v2/well_known_file_download/127768171
252491510453_1_4,1384,600,28.17,5715,"CA2 field, Right",,H0351.2002,/api/v2/well_known_file_download/4630
252491510451_2_1,1383,600,28.17,5715,"CA2 field, Right",,H0351.2002,/api/v2/well_known_file_download/4623
252491510633_1_4,1764,600,27.44,4980,"supraparietal lobule, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5212
252491510437_1_3,1310,600,27.44,4980,"supraparietal lobule, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4662
252491510433_2_2,999,600,27.42,4289,"spinal trigeminal nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4326
252491510352_2_4,47,600,19.79,596,"Heschl's gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/909
252491510369_1_3,691,600,26.05,2612,"CA3 field, Right",,H0351.2001,/api/v2/well_known_file_download/1456
252491510366_1_4,692,600,26.05,2612,"CA3 field, Right",,H0351.2001,/api/v2/well_known_file_download/1433
252491510415_2_2,1059,600,26.01,4541,"temporal pole, Left, inferior aspect",,H0351.2002,/api/v2/well_known_file_download/4387
252491510447_2_2,1437,600,28.78,6162,Midbrain Raphe Nuclei,,H0351.2001,/api/v2/well_known_file_download/4853
252491510337_2_3,6,600,23.91,691,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/876
252491510396_1_2,1039,600,27.42,4411,"lateral medullary reticular group, Left",,H0351.2001,/api/v2/well_known_file_download/4282
252491510384_2_2,315,600,25.89,2329,"CA3 field, Right",,H0351.2001,/api/v2/well_known_file_download/4005
252491510383_2_3,314,600,25.89,2329,"CA3 field, Right",,H0351.2001,/api/v2/well_known_file_download/3998
252491510690_2_3,2165,600,28.77,7090,"Mammillary Body, Right",,H0351.2002,/api/v2/well_known_file_download/5919
252491510304_2_3,756,600,26.72,796,"parahippocampal gyrus, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1336
252491510851_2_4,127695426,600,26.23,126432536,"precentral gyrus, Left, bank of the precentral sulcus",,H0351.1012,/api/v2/well_known_file_download/127757598
252491510640_1_3,1768,600,28.59,4963,"inferior temporal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5229
252491510358_1_1,590,600,21.9,2521,"CA3 field, Left",,H0351.2001,/api/v2/well_known_file_download/3461
252491510676_1_3,2253,600,21.07,7397,"subiculum, Left",,H0351.2002,/api/v2/well_known_file_download/5951
252491510656_2_3,1973,600,28.32,5186,"superior occipital gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5515
252491510335_2_3,1,600,24.86,652,"planum temporale, Left",,H0351.2001,/api/v2/well_known_file_download/860
252491510109_1_3,826,600,23.11,1146,VIIAf,,H0351.2001,/api/v2/well_known_file_download/3880
252491510122_1_1,233,600,27.88,874,"middle frontal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3920
252491510760_1_3,2311,600,26.32,6905,"spinal trigeminal nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/6219
252491511068_1_4,5422,600,26.91,11279,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.1009,/api/v2/well_known_file_download/10436
252491510857_2_4,5000,600,65.39,14226,"Rostral Group of intralaminar Nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10226
252491510845_1_4,2558,600,22.92,9085,raphe nuclei of medulla,,H0351.2002,/api/v2/well_known_file_download/6861
252491510806_1_4,2616,600,22.92,9085,raphe nuclei of medulla,,H0351.2002,/api/v2/well_known_file_download/7035
252491510434_1_1,1024,528.627,27.42,4378,central glial substance,,H0351.2001,/api/v2/well_known_file_download/4298
252491511066_2_4,5384,600,22.77,10966,"medial orbital gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/10438
252491510787_1_2,146518392,600,27.31,127687871,"Perifornical Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535093
252491510788_2_2,146518300,600,22.86,127687931,"Cortico-medial group, Left",,H0351.1012,/api/v2/well_known_file_download/146535117
252491511326_2_1,147737295,600,28.17,139379808,"Posterior Group of Nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147740044
252491511469_2_4,147738100,600,23.07,139428075,"Substantia Nigra, pars reticulata, Left",,H0351.1012,/api/v2/well_known_file_download/147739619
252491510788_2_1,146518275,600,24.55,127687867,"Basal nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535115
252491510383_1_3,284,600,31.66,2338,"CA4 field, Right",,H0351.2001,/api/v2/well_known_file_download/3994
252491510129_1_2,299,600,18.45,2241,"Claustrum, Right",,H0351.2001,/api/v2/well_known_file_download/3977
252491510870_2_1,2545,600,26.41,9087,"facial motor nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6914
252491510102_2_1,818,600,27.94,1185,"Putamen, Right",,H0351.2001,/api/v2/well_known_file_download/3834
252491510768_2_1,2504,600,22.66,8879,"cochlear nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/6620
252491510385_1_1,281,600,22.2,2306,"CA1 field, Right",,H0351.2001,/api/v2/well_known_file_download/4008
252491510371_2_3,683,600,30.48,2491,"Dentate gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/1476
252491510354_2_1,659,600,30.48,2491,"Dentate gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/3433
252491510774_1_4,141758391,600,25.66,126435776,"VI, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/148183241
252491510821_1_3,127696187,600,25.66,126435776,"VI, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768185
252491510341_1_3,720,600,27.86,834,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1363
252491510340_2_1,719,600,27.86,834,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1357
252491510867_1_3,2569,600,22.84,9141,Midbrain Raphe Nuclei,,H0351.2002,/api/v2/well_known_file_download/6875
252491511466_2_2,147738160,600,25.39,146022076,"pontine nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147739567
252491511462_1_3,147738155,600,25.39,146022076,"pontine nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147739497
252491510825_2_4,4372,600,30.5,11103,"angular gyrus, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9636
252491510682_2_2,2024,600,26.64,5849,"CA1 field, Left",,H0351.2002,/api/v2/well_known_file_download/6064
252491510787_1_1,146518295,600,30.17,127687915,"Basomedial nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535091
252491510950_1_1,4891,600,27.56,13594,"Central Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10183
252491510945_1_2,4890,600,27.56,13594,"Central Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10176
252491510417_2_4,1048,600,23.62,4565,"Short Insular Gyri, Right",,H0351.2002,/api/v2/well_known_file_download/4372
252491510647_2_1,1559,600,23.62,4565,"Short Insular Gyri, Right",,H0351.2002,/api/v2/well_known_file_download/5026
252491510088_1_4,355,600,26.16,451,"temporal pole, Left, superior aspect",,H0351.2001,/api/v2/well_known_file_download/1064
252491510872_2_4,2593,600,23.13,9789,"motor nucleus of trigeminal nerve, Left",,H0351.2002,/api/v2/well_known_file_download/6833
252491510649_2_1,1785,600,31.82,5721,"Nucleus Accumbens, Right",,H0351.2002,/api/v2/well_known_file_download/5084
252491510762_2_4,2455,600,114.3,8805,"inferior olivary complex, Right",,H0351.2002,/api/v2/well_known_file_download/6604
252491510939_2_2,4943,600,112.7,14057,"Rostral Group of intralaminar Nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10139
252491510347_1_4,117,600,27.08,572,"inferior temporal gyrus, Left, bank of mts",,H0351.2001,/api/v2/well_known_file_download/1020
252491510763_2_4,2510,600,24.11,8919,"gigantocellular group, Left",,H0351.2002,/api/v2/well_known_file_download/6584
252491511114_2_3,127695991,600,26.02,126434489,"lingual gyrus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127768273
252491510897_2_1,127694682,600,26.02,126434489,"lingual gyrus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127767811
252491510657_1_4,1937,600,29.4,5139,"Cingulate gyrus, frontal part, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5520
252491510885_1_1,5334,600,28.13,14074,"VIIIB, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10321
252491511113_1_2,127696312,600,31.65,126435846,"VIIB, Left Paravermis",,H0351.1012,/api/v2/well_known_file_download/127768247
252491510426_1_4,782,600,22.02,3001,"Medial Group of Nuclei, Right",,H0351.2001,/api/v2/well_known_file_download/3573
252491510392_1_4,776,600,31.66,2929,"Anterior Group of Nuclei, Left",,H0351.2001,/api/v2/well_known_file_download/3541
252491510903_1_2,127693444,600,25.76,126432517,"Putamen, Left",,H0351.1012,/api/v2/well_known_file_download/127770342
252491510895_2_1,127695359,600,28.3,126432136,"Putamen, Left",,H0351.1012,/api/v2/well_known_file_download/127757656
252491510079_1_1,165,600,30.88,329,"paracentral lobule, posterior part, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/914
252491511329_1_1,147737230,600,23,139379790,"ventral tegmental area, Left",,H0351.1012,/api/v2/well_known_file_download/147740084
252491510819_2_1,127696094,600,29.24,126435728,"parahippocampal gyrus, Left, lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127768157
252491510829_1_1,4389,600,27.24,11124,"superior frontal gyrus, Left, lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9625
252491510125_2_3,260,600,27.9,892,"superior temporal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3950
252491510881_2_4,5360,600,25.94,14107,"Crus I, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10299
252491511479_2_2,147737280,600,21.79,139379748,"Reticular Nucleus of Thalamus, Left",,H0351.1012,/api/v2/well_known_file_download/147740196
252491510383_1_4,285,600,25.67,2346,"Dentate gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/3995
252491510385_2_1,286,600,25.67,2346,"Dentate gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/4012
252491510791_1_2,146518397,600,22.01,127687887,"Tuberomammillary Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535157
252491510904_2_3,127693719,600,26.77,126434469,"precuneus, Left, inferior lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770369
252491510710_2_1,2300,600,27.98,7343,"Arcuate Nucleus of the Hypothalamus, Right",,H0351.2002,/api/v2/well_known_file_download/6417
252491510695_1_4,2214,600,21.2,7357,"Nucleus Accumbens, Left",,H0351.2002,/api/v2/well_known_file_download/5940
252491510638_2_1,1666,600,28.61,4627,"gyrus rectus, Right",,H0351.2002,/api/v2/well_known_file_download/5093
252491510133_1_4,444,600,28.87,989,"fusiform gyrus, Left, bank of cos",,H0351.2001,/api/v2/well_known_file_download/724
252491510663_1_2,1945,600,26.32,5134,"superior occipital gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5455
252491510366_2_1,633,551.7,18.28,2657,"Medial Group of Nuclei, Right",,H0351.2001,/api/v2/well_known_file_download/1434
252491510876_2_3,5026,600,27.07,14355,raphe nuclei of medulla,,H0351.1009,/api/v2/well_known_file_download/10202
252491510127_1_2,255,600,25.52,955,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3961
252491510366_1_3,645,491.15,21.68,2610,"Red Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/1432
252491511330_1_2,147737552,600,27.21,146022078,"arcuate nucleus of medulla, Left",,H0351.1012,/api/v2/well_known_file_download/147740102
252491510457_1_3,1483,600,27.97,5157,"fusiform gyrus, Left, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4755
252491510946_2_3,4911,600,30.85,13747,Choroid Plexus of the lateral ventricle,,H0351.1009,/api/v2/well_known_file_download/10109
252491510867_2_2,2538,600,22.54,9031,"pontine nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/6851
252491510873_2_3,2563,600,28.41,9030,"cochlear nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/6905
252491510614_2_2,1633,600,26.69,4693,"superior temporal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5114
252491510626_2_3,1716,600,29.04,4813,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5243
252491510851_1_4,127695481,600,27.71,126434577,"supramarginal gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757590
252491510339_2_2,731,600,27.1,852,"fusiform gyrus, Left, bank of the its",,H0351.2001,/api/v2/well_known_file_download/1350
252491510898_2_4,127694692,600,26.95,126434446,"supramarginal gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767833
252491510686_1_1,2077,600,23.45,5898,"Anterior Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/6112
252491510785_2_1,146518558,600,26.62,127687619,"Diagonal Band, Vertical Division, Left",,H0351.1012,/api/v2/well_known_file_download/146535071
252491510885_2_3,5342,600,25.49,14105,"V, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10309
252491510848_2_3,127695521,600,27.99,126434487,"planum temporale, Left",,H0351.1012,/api/v2/well_known_file_download/127757548
252491510414_2_2,1079,600,25.64,4515,"lateral orbital gyrus, Right",,H0351.2002,/api/v2/well_known_file_download/4396
252491510085_1_4,122,600,27.5,593,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/972
252491510347_1_1,123,600,24.26,491,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1017
252491510609_1_4,1819,600,25.22,6850,"abducens nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/5390
252491510837_2_2,2666,600,22.26,9559,Pretectal Region,,H0351.2002,/api/v2/well_known_file_download/7038
252491510306_2_1,873,600,27.39,1218,"Putamen, Left",,H0351.2001,/api/v2/well_known_file_download/3890
252491510107_2_4,824,600,28.02,1091,V,,H0351.2001,/api/v2/well_known_file_download/3869
252491510087_2_2,97,600,26.27,610,"precentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/990
252491510790_1_1,146518427,600,20.69,127687983,"Supramammillary Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535139
252491510132_2_1,460,600,27.49,1011,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/717
252491510124_2_4,203,600,24.66,948,"Heschl's gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/3943
252491510427_1_4,979,600,24.66,948,"Heschl's gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/4042
252491510711_1_1,2175,600,20.97,7067,"Zona Incerta, Left",,H0351.2002,/api/v2/well_known_file_download/5908
252491510433_1_4,990,600,24.38,2452,"Dentate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4287
252491510361_2_2,654,600,24.38,2452,"Dentate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3490
252491510086_1_3,55,600,27.32,518,"Cingulate gyrus, frontal part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/979
252491510085_2_2,54,600,27.32,518,"Cingulate gyrus, frontal part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/974
252491510703_1_1,2383,600,26.34,8398,"VIIB, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6342
252491510634_1_2,1655,600,25.26,4620,"Cingulate gyrus, frontal part, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5131
252491510083_1_2,112,600,25.97,585,"lateral orbital gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/954
252491510331_1_1,502,600,25.46,146,"lateral orbital gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/3805
252491510337_2_2,44,600,24.84,620,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/875
252491510876_1_4,5029,600,28.28,14489,"inferior olivary complex, Left",,H0351.1009,/api/v2/well_known_file_download/10230
252491510837_1_4,2642,600,128.1,9557,"ventral tegmental area, Left",,H0351.2002,/api/v2/well_known_file_download/7015
252491510425_2_3,795,567.798,31.05,3018,"Zona Incerta, Left",,H0351.2001,/api/v2/well_known_file_download/3568
252491510446_1_1,1419,600,26.64,6242,"nucleus subceruleus, Right",,H0351.2001,/api/v2/well_known_file_download/4837
252491510907_1_4,2627,600,25.57,9485,"ventral tegmental area, Right",,H0351.2002,/api/v2/well_known_file_download/7031
252491510696_1_3,2226,600,26.91,7358,"Supraoptic Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/5964
252491510365_1_4,931,600,22.69,2985,"Claustrum, Right",,H0351.2001,/api/v2/well_known_file_download/3533
252491511067_2_3,5425,600,27.23,11312,"supraparietal lobule, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10373
252491510086_1_4,49,600,24.11,507,"inferior frontal gyrus, opercular part, Right",,H0351.2001,/api/v2/well_known_file_download/980
252491510849_2_1,127695344,600,26.16,126432198,"parolfactory gyri, Left",,H0351.1012,/api/v2/well_known_file_download/127757560
252491511471_1_4,147737436,600,28,146021914,"pontine raphe nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147740160
252491510370_1_2,693,600,31.41,2619,"CA4 field, Right",,H0351.2001,/api/v2/well_known_file_download/1463
252491510695_1_1,2224,600,24.04,7342,"Preoptic Region, Left",,H0351.2002,/api/v2/well_known_file_download/5947
252491511068_2_3,5392,600,24.75,11101,"middle frontal gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10422
252491510789_1_3,146518610,600,29.24,127687556,"Paraventricular Nucleus of the Hypothalamus, Left",,H0351.1012,/api/v2/well_known_file_download/146535127
252491510340_1_3,739,600,28.06,827,"Putamen, Right",,H0351.2001,/api/v2/well_known_file_download/1355
252491510452_1_2,1376,600,105.3,5714,"Septal nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/4611
252491510905_1_1,2653,600,22.2,9542,"subcuneiform nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/7013
252491510354_1_4,668,600,26.49,870,"parahippocampal gyrus, Right, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/3432
252491510121_2_2,214,600,26.49,870,"parahippocampal gyrus, Right, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/3917
252491510122_2_3,230,600,25.5,937,"Cingulate gyrus, frontal part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3926
252491510787_2_2,146518315,600,22.03,127687979,"Central Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535101
252491510630_2_2,1754,600,27.59,4899,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.2002,/api/v2/well_known_file_download/5248
252491510085_1_2,136,600,26.49,578,"paracentral lobule, anterior part, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/970
252491510699_2_1,2254,600,23.97,7405,"CA1 field, Left",,H0351.2002,/api/v2/well_known_file_download/5958
252491510842_2_3,2588,600,106.2,9749,"Superior Olivary Complex, Left",,H0351.2002,/api/v2/well_known_file_download/6873
252491510613_2_1,1584,600,24.26,4513,"frontal pole, Right, superior aspect",,H0351.2002,/api/v2/well_known_file_download/5041
252491510444_2_2,1407,600,21.38,6153,"nucleus subceruleus, Right",,H0351.2001,/api/v2/well_known_file_download/4887
252491510120_2_1,297,600,21.24,873,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3908
252491510087_2_3,95,600,25.84,666,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/991
252491510909_1_1,127694592,600,24.38,126434499,"Cingulate gyrus, parietal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767873
252491510940_2_3,5310,600,26.3,13393,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10278
252491510943_1_3,4913,600,22.6,13817,"Nucleus Accumbens, Left",,H0351.1009,/api/v2/well_known_file_download/10127
252491511460_1_4,147738120,600,21.75,139428077,"lateral parabrachial nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739467
252491510715_1_4,2207,600,22.7,7383,"Anterior Group of Nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/5962
252491510837_2_4,2651,600,28.19,9526,"subcuneiform nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6992
252491511117_2_4,127694562,600,24.41,126432656,"fusiform gyrus, Left, bank of the its",,H0351.1012,/api/v2/well_known_file_download/127767967
252491511467_2_3,147738135,600,22.43,146021978,"spinal trigeminal nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739585
252491510614_2_1,1667,600,27.33,4610,"middle frontal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5099
252491511112_1_3,127695526,600,26.68,126434422,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757672
252491510692_2_4,2174,600,18.42,7059,"Paraventricular Nuclei, Left of Thalamus, Left",,H0351.2002,/api/v2/well_known_file_download/5899
252491510100_1_3,807,600,27.43,1153,"paracentral lobule, anterior part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3816
252491510062_2_2,390,600,23.65,452,"paracentral lobule, anterior part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1054
252491510774_2_4,141758409,600,27.82,126434371,"inferior temporal gyrus, Left, bank of the its",,H0351.1012,/api/v2/well_known_file_download/148183249
252491510912_2_2,127694492,600,27.82,126434371,"inferior temporal gyrus, Left, bank of the its",,H0351.1012,/api/v2/well_known_file_download/127767931
252491510103_2_1,881,600,26.7,1163,"Head of Caudate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3842
252491511063_1_4,5420,600,23.51,11206,"inferior temporal gyrus, Left, bank of the its",,H0351.1009,/api/v2/well_known_file_download/10415
252491511468_2_2,147738283,600,30.47,146507621,central glial substance,,H0351.1012,/api/v2/well_known_file_download/147739599
252491510139_1_2,395,600,28.35,993,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/770
252491510644_2_3,1708,600,29.47,4803,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.2002,/api/v2/well_known_file_download/5210
252491510394_2_1,1021,600,27.42,4354,"spinal trigeminal nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/4328
252491510896_2_1,127694612,600,27.45,126434324,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767795
252491510427_2_3,199,600,29.3,98,"lingual gyrus, Left, peristriate",,H0351.2001,/api/v2/well_known_file_download/4046
252491510317_1_3,961,600,28.5,1068,"Crus I, Right Paravermis",,H0351.2001,/api/v2/well_known_file_download/1415
252491510642_2_3,1702,600,29.56,4905,"middle frontal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5179
252491510647_1_1,1571,600,25.85,4603,"middle frontal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5052
252491510086_2_2,52,600,18.09,515,"Heschl's gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/982
252491510674_2_3,2116,600,27.23,7185,"fusiform gyrus, Right, bank of cos",,H0351.2002,/api/v2/well_known_file_download/5870
252491510849_1_1,127695624,600,27.37,126435123,"inferior occipital gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757552
252491510452_2_4,1380,600,20.8,5675,"Claustrum, Left",,H0351.2002,/api/v2/well_known_file_download/4597
252491510086_1_2,64,600,25.33,573,"frontal operculum, Left",,H0351.2001,/api/v2/well_known_file_download/978
252491510631_2_3,1728,600,29.39,4828,"lingual gyrus, Left, striate",,H0351.2002,/api/v2/well_known_file_download/5217
252491510357_2_1,666,600,28.63,2485,"Dentate gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/3457
252491510354_1_3,665,600,28.63,2485,"Dentate gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/3431
252491510820_2_4,127696239,600,27.84,126435874,"VIIB, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768179
252491510393_2_1,1042,600,27.42,4340,"spinal trigeminal nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4318
252491510108_2_2,860,600,26.76,1234,"Head of Caudate Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3875
252491510108_2_4,816,600,26.68,1201,"Putamen, Left",,H0351.2001,/api/v2/well_known_file_download/3877
252491510613_1_3,1565,600,27.65,4589,"Short Insular Gyri, Left",,H0351.2002,/api/v2/well_known_file_download/5040
252491510364_1_1,940,600,28.39,2858,"subiculum, Left",,H0351.2001,/api/v2/well_known_file_download/3522
252491510303_2_3,754,600,27.34,836,"fusiform gyrus, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1328
252491510904_2_1,127693777,600,27.67,126435059,"lingual gyrus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127770365
252491510824_1_3,4359,600,33.09,11073,"inferior temporal gyrus, Left, bank of the its",,H0351.1009,/api/v2/well_known_file_download/9686
252491510343_1_1,77,600,24.14,554,"superior frontal gyrus, Right, medial bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/993
252491510945_2_2,4894,600,27.06,13618,"subiculum, Left",,H0351.1009,/api/v2/well_known_file_download/10124
252491510372_1_3,696,519.06,16.23,2635,"Lateral hypothalamic area, Left",,H0351.2001,/api/v2/well_known_file_download/1480
252491510819_1_3,127696332,600,27.14,126435720,"VIIB, Left Paravermis",,H0351.1012,/api/v2/well_known_file_download/127768153
252491510765_1_2,2457,600,26.14,8821,"central medullary reticular group, Right",,H0351.2002,/api/v2/well_known_file_download/6623
252491510450_1_2,1392,600,23.86,5668,"CA1 field, Left",,H0351.2002,/api/v2/well_known_file_download/4609
252491510682_2_4,2072,600,17.45,5858,"Reticular Nucleus of Thalamus, Right",,H0351.2002,/api/v2/well_known_file_download/6068
252491511464_1_4,147738035,600,28.52,139379764,"CA4 field, Left",,H0351.1012,/api/v2/well_known_file_download/147739531
252491510856_1_2,5040,600,24.65,14665,"spinal trigeminal nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10243
